uid,target
651592565,0
648151927,0
646480760,0
648610682,0
651461505,0
650871682,0
650347394,0
646742915,0
640222089,0
651559821,0
646448014,0
641106836,0
639632276,0
640713623,0
639533976,0
645727130,0
643695515,0
640943003,0
643564453,0
652444583,0
644645800,0
646448043,0
648479661,0
645792688,0
643105715,0
643400628,0
639894456,0
648512450,0
651723732,0
649003988,0
646644695,0
646775769,0
639960025,0
649331683,0
649364459,0
650675180,0
651690989,0
640156653,0
641008627,0
650576885,0
647267318,0
643302389,0
650183675,0
651265020,0
650445820,0
649430013,0
648676347,0
644023293,0
640123903,0
641827842,0
648774660,0
651559941,0
648184838,0
642483207,0
642483209,0
649790475,0
643236882,0
646743060,0
648283157,0
639632406,0
651592731,0
649430044,0
650576925,0
642450461,0
652215329,0
642057253,0
652411960,0
651265081,0
649430076,0
649888843,0
644023374,0
651854928,0
646808658,0
646055000,0
651265113,0
649069664,0
647136358,0
642253934,0
641434737,0
652346482,0
649430134,0
647529604,0
644220036,0
642286731,0
650806415,0
651723921,0
640386195,0
650511512,0
640484506,0
648938652,0
641139870,0
648971428,0
647955620,0
650085542,0
651003049,0
648512684,0
647496877,0
646743212,0
650839215,0
650052790,0
650478776,0
651560121,0
651101372,0
643007679,0
645924036,0
651592904,0
650872009,0
647726282,0
640189642,0
639665362,0
642778324,0
645432535,0
643073241,0
644875483,0
650544354,0
646776041,0
645956842,0
649397484,0
643499249,0
651625716,0
647857396,0
652510454,0
645760244,0
647890168,0
651592971,0
650675468,0
640025869,0
643138832,0
647398676,0
640681255,0
647005480,0
652150057,0
647431467,0
640845106,0
652477755,0
646939971,0
652084555,0
649430347,0
652445005,0
651134292,0
640550240,0
650642786,0
644023650,0
643401059,0
646382950,0
650610028,0
650380655,0
649004399,0
646415727,0
648578421,0
648676729,0
652543354,0
649168250,0
640779642,0
646415747,0
640288138,0
650347920,0
649495955,0
649168275,0
649102747,0
640779687,0
643138984,0
648545707,0
650773932,0
642680236,0
640910769,0
649823671,0
648316351,0
650872257,0
649823686,0
650773959,0
651625936,0
649430481,0
648807888,0
651265493,0
644711894,0
648250847,0
645367265,0
650610150,0
643499495,0
643073512,0
649102826,0
651494894,0
640124401,0
646415859,0
649627128,0
647136760,0
646841856,0
646350341,0
648414730,0
645432842,0
648054284,0
645957136,0
650741267,0
649365013,0
650806809,0
642909727,0
652052000,0
649496097,0
644253219,0
647333412,0
647267879,0
642614828,0
645596717,0
651265582,0
643139118,0
647988785,0
645334580,0
645989943,0
650511929,0
651560506,0
644056635,0
642614845,0
651855422,0
643368510,0
647792192,0
640452159,0
649004610,0
650708547,0
650872391,0
642614866,0
645400148,0
650872406,0
652379735,0
644712027,0
640353884,0
650872419,0
652314212,0
648676967,0
647628391,0
647562857,0
644941417,0
643532393,0
647988848,0
640058995,0
639665783,0
650970752,0
641566337,0
651462275,0
648906371,0
647366275,0
649102982,0
649004679,0
639665795,0
652183180,0
651560588,0
650872465,0
650872471,0
650741406,0
648742560,0
651036324,0
649922212,0
648906407,0
641369769,0
639731370,0
650544817,0
649004723,0
652150455,0
641697464,0
640681655,0
649234108,0
650544832,0
650413774,0
644646617,0
645007075,0
650610407,0
651724520,0
643630824,0
643139305,0
640878312,0
651757297,0
648775413,0
647071478,0
641435386,0
649561853,0
649692929,0
650315522,0
647890694,0
649463560,0
649955089,0
649856792,0
646514457,0
651265818,0
644548376,0
642844442,0
649725732,0
649299749,0
643630885,0
640780079,0
639862577,0
648120117,0
651331382,0
645793591,0
651790138,0
647956284,0
650315582,0
647857989,0
644220742,0
645728080,0
651396945,0
648546135,0
647202648,0
647235419,0
646907746,0
640059234,0
651331434,0
641009515,0
651560817,0
649201528,0
652445562,0
650446716,0
642680701,0
640026494,0
646449024,0
640747393,0
650938242,0
645498761,0
641632145,0
640780188,0
646645662,0
640845734,0
643860402,0
652150709,0
649267129,0
649234369,0
644515778,0
640354251,0
649234381,0
651331535,0
650971087,0
643565524,0
651069397,0
652150745,0
650774490,0
649693150,0
649431010,0
648939497,0
651724778,0
650151916,0
651593716,0
652281848,0
651200504,0
650151932,0
647563262,0
640714752,0
646449153,0
648579081,0
641173515,0
646121485,0
650872848,0
651233300,0
645924886,0
646318103,0
646940700,0
651757598,0
642320427,0
650872876,0
650807342,0
640714812,0
647235645,0
645990470,0
647301192,0
640944205,0
642156622,0
644515922,0
650807379,0
650020953,0
644941916,0
651069534,0
641763426,0
641042535,0
643696745,0
640288878,0
647235695,0
641435759,0
651462773,0
646449270,0
640944246,0
640911480,0
646940795,0
651593854,0
648546432,0
640714882,0
652478598,0
641960070,0
650610826,0
646121610,0
644745356,0
650807440,0
651462810,0
643664027,0
642648219,0
651364509,0
651266208,0
650709153,0
643631265,0
652380328,0
651593907,0
643139766,0
643532984,0
645925051,0
649431228,0
648972477,0
649005249,0
644122817,0
651757769,0
650250443,0
648906956,0
646219982,0
644810958,0
648284368,0
649431249,0
640321745,0
644810964,0
646678743,0
640354519,0
639928540,0
651692257,0
646744308,0
652413173,0
650873078,0
650512630,0
644385015,0
644811002,0
644024571,0
650348797,0
649529606,0
648677638,0
640026889,0
648743179,0
648317195,0
641403157,0
646187287,0
650447132,0
651757853,0
651102495,0
647137570,0
641239330,0
647334180,0
640747810,0
646547752,0
642320681,0
650086702,0
642943280,0
650086708,0
651495736,0
643172669,0
641173823,0
649103692,0
640715091,0
644581717,0
640059733,0
646941016,0
649005401,0
651725146,0
647367006,0
650774888,0
651266409,0
652052842,0
650840426,0
648317289,0
641304965,0
642320775,0
651757961,0
649955722,0
644778382,0
650054038,0
645007767,0
644024730,0
648153500,0
651004319,0
651266466,0
650676644,0
651757989,0
651430315,0
650250671,0
647465393,0
652249522,0
647334324,0
651987382,0
651626937,0
652282300,0
641010122,0
649693643,0
640682461,0
644319717,0
645925351,0
650217963,0
645007854,0
648055279,0
651168240,0
651758065,0
650545650,0
649988593,0
647956980,0
644483573,0
643074560,0
643303937,0
644680196,0
642681362,0
647301652,0
644385302,0
651430429,0
650742305,0
649431591,0
651168297,0
649955882,0
649497131,0
649234987,0
645925420,0
643205679,0
648972848,0
649628215,0
649595447,0
645466682,0
649759291,0
650775100,0
641763899,0
651201089,0
644581955,0
644713029,0
647268936,0
645302859,0
644450912,0
641960545,0
640649831,0
644876906,0
642878062,0
651430517,0
644156022,0
649398903,0
649103995,0
646187643,0
651430526,0
651758207,0
652413568,0
645925518,0
644549270,0
647695000,0
642845342,0
640649894,0
643893928,0
642452141,0
650939055,0
647563955,0
650840756,0
645597876,0
645532340,0
643173050,0
650611388,0
640748220,0
639797952,0
652544708,0
641338055,0
648022738,0
651299541,0
652348120,0
646351578,0
651856606,0
650676961,0
651430626,0
646515425,0
640518886,0
646351594,0
640387822,0
646253304,0
645335803,0
650578693,0
651234059,0
650611471,0
647301905,0
649956117,0
648612632,0
644647707,0
643828508,0
639666971,0
650054432,0
643402529,0
643697444,0
645532453,0
644844325,0
645991212,0
645663538,0
647007033,0
651266874,0
651889469,0
644287296,0
640355143,0
640092999,0
649431882,0
652315474,0
652249941,0
651922266,0
649136991,0
647793503,0
647236465,0
646351733,0
650873727,0
645663619,0
644221828,0
650316680,0
651365261,0
649694098,0
645565333,0
641403801,0
646056858,0
645270435,0
643861416,0
651660201,0
642681769,0
651037611,0
649137067,0
649038764,0
644713389,0
646679473,0
642747322,0
644025275,0
644221884,0
648580029,0
644123580,0
649890751,0
646908866,0
649890755,0
651365316,0
642091970,0
650677191,0
640256968,0
649333706,0
651135949,0
641272782,0
648252367,0
642550736,0
649235410,0
639994834,0
650546133,0
651430873,0
650021849,0
641207260,0
641764322,0
642419684,0
644189159,0
645041131,0
642518003,0
652086266,0
652086267,0
648252410,0
645106691,0
649432075,0
639503387,0
646876196,0
644549668,0
644811817,0
649399347,0
652414004,0
650382388,0
650873910,0
641436736,0
651365441,0
649038919,0
651430984,0
647138378,0
651758670,0
647269454,0
642157650,0
642157658,0
641305691,0
641993820,0
651758686,0
648907874,0
649858148,0
651758713,0
642452601,0
641961083,0
649923708,0
646909054,0
641928320,0
642845828,0
641666184,0
644779145,0
640224392,0
642714764,0
651758733,0
645893269,0
641567895,0
651365532,0
651594910,0
647892127,0
644713630,0
643828897,0
640617631,0
651267242,0
652446891,0
643861675,0
642813101,0
641961133,0
643763375,0
645893296,0
641141935,0
651594930,0
647007411,0
651201717,0
643402937,0
641010877,0
647367873,0
647171266,0
640945347,0
645303494,0
652053708,0
651955407,0
650513615,0
649432272,0
643501264,0
644746452,0
641830101,0
650448089,0
640060634,0
650579168,0
642026723,0
650480869,0
650808551,0
651431146,0
649858284,0
644156657,0
644582654,0
651267332,0
644254990,0
644222223,0
642714897,0
649923860,0
640388375,0
651595034,0
646286619,0
649989404,0
645958940,0
644189473,0
650382626,0
648908067,0
650743079,0
648187176,0
650874156,0
640290092,0
649891119,0
648940857,0
650841404,0
639470913,0
651136322,0
649301315,0
651431236,0
652283206,0
639962440,0
639864140,0
650153296,0
649956688,0
645008723,0
640814424,0
652512601,0
644910426,0
640879969,0
643140965,0
651038054,0
645696873,0
649235818,0
648547690,0
640552299,0
650448240,0
643173748,0
651136376,0
649366910,0
646155650,0
648318346,0
647204236,0
649661838,0
652316051,0
651431322,0
648187292,0
644091292,0
648842654,0
652283302,0
651464104,0
645402025,0
646876591,0
651201969,0
641764787,0
652185021,0
648285637,0
641961416,0
651824585,0
650939850,0
641437136,0
639503826,0
644910548,0
640323034,0
640880095,0
652283360,0
647990755,0
647597541,0
648875504,0
650808821,0
648482308,0
651431429,0
644288006,0
642158084,0
652512779,0
642715153,0
644156946,0
647499285,0
651070998,0
645238297,0
652348960,0
650350113,0
651431464,0
647990835,0
647695931,0
650022467,0
650579524,0
647728710,0
644714062,0
652217935,0
652119631,0
650874449,0
649104979,0
651202137,0
643927642,0
639569499,0
646090339,0
643403365,0
642485865,0
647466606,0
641961589,0
647368310,0
644157049,0
651398782,0
647859841,0
646876801,0
651202182,0
645664390,0
641535629,0
640552591,0
648023697,0
648384148,0
649137813,0
646614678,0
648646295,0
650874524,0
650251933,0
651234977,0
650874530,0
649596577,0
649170596,0
645041826,0
644320931,0
649694889,0
639504047,0
651103922,0
649367219,0
646549175,0
641797817,0
644714178,0
649432771,0
649432772,0
645467853,0
642354894,0
647499471,0
646319827,0
649858779,0
641797851,0
650645215,0
649006815,0
651529961,0
648056553,0
642977519,0
647827184,0
650022641,0
647171824,0
651366139,0
651103997,0
650874629,0
649694982,0
642977541,0
651431693,0
650120976,0
645107472,0
652218132,0
651431700,0
642682649,0
648875802,0
650612509,0
645926686,0
648253218,0
648023845,0
645926693,0
643272487,0
646516521,0
651595569,0
639635252,0
643239737,0
651398971,0
645599035,0
644878142,0
645926719,0
651464513,0
640520002,0
648580940,0
645992269,0
650022738,0
649138011,0
647401311,0
652545889,0
646713187,0
651792235,0
650710891,0
651562862,0
640421743,0
645435252,0
647106426,0
644353914,0
646713215,0
650841995,0
651595673,0
649400217,0
641994651,0
640585625,0
650842022,0
649236401,0
650710970,0
651136959,0
649990079,0
648417218,0
641667016,0
649301962,0
650547154,0
644288474,0
651038685,0
650547167,0
651530210,0
648351724,0
647139308,0
647499758,0
645238764,0
644124654,0
643174380,0
642813936,0
639602671,0
651530228,0
649760762,0
649138178,0
648122371,0
651431946,0
650776591,0
642158607,0
651235347,0
643305495,0
639832087,0
651530267,0
640454683,0
651104285,0
651792415,0
651202604,0
651530285,0
643534893,0
648548399,0
643403823,0
642420785,0
645107763,0
641568821,0
649236534,0
650907703,0
646615096,0
650940474,0
647630908,0
651202622,0
648056894,0
639537218,0
641699916,0
650743885,0
642584656,0
652316763,0
642224223,0
643174505,0
651202667,0
651759724,0
650416245,0
652251254,0
642519158,0
652447873,0
649203845,0
650743942,0
643633289,0
643764365,0
648286350,0
645828753,0
651530388,0
646549656,0
643535002,0
647631003,0
640225434,0
651530398,0
646942880,0
649498785,0
639897764,0
650743980,0
647663797,0
644026555,0
640454846,0
651530437,0
651497669,0
649236682,0
641765580,0
642191566,0
650809562,0
649302235,0
642814170,0
647467236,0
642814183,0
651530472,0
649695465,0
651530476,0
650678509,0
651137264,0
644583664,0
639471860,0
651432181,0
651956471,0
641700088,0
647336185,0
651268346,0
644092153,0
641405179,0
639996152,0
639963389,0
644256004,0
651366661,0
650711305,0
649007376,0
650842387,0
651268372,0
639865108,0
645107990,0
646222106,0
651563299,0
650023203,0
650023206,0
648057128,0
651202860,0
651432238,0
650481968,0
641405234,0
646156596,0
649105719,0
645828920,0
642715961,0
651792698,0
642224447,0
640422208,0
648057153,0
640684355,0
640782664,0
650481995,0
648352076,0
639766860,0
647958862,0
641831248,0
645501265,0
647991638,0
650744151,0
650973529,0
650416474,0
641405274,0
641110374,0
640979309,0
642224494,0
640455029,0
639635833,0
642027902,0
639635842,0
649957763,0
642617733,0
639635851,0
648057228,0
647532940,0
642879890,0
652153236,0
650973593,0
646451614,0
651923873,0
642355619,0
640586150,0
641175976,0
642912685,0
650449326,0
647303602,0
652382645,0
651825591,0
650973623,0
650580407,0
641798584,0
643207611,0
647598529,0
651399619,0
650973638,0
640127433,0
650678732,0
642322899,0
651596248,0
649531866,0
640979424,0
651825642,0
643404275,0
651334135,0
650973687,0
642191868,0
652415485,0
642486784,0
650154498,0
649662980,0
648516100,0
648319496,0
641405450,0
647565835,0
651530768,0
646550037,0
644616727,0
643666459,0
649957920,0
650547750,0
649433638,0
650908204,0
650678829,0
640651822,0
650252858,0
646877754,0
644026945,0
642585154,0
641733187,0
643240520,0
648057417,0
648581707,0
649892433,0
644944469,0
642093654,0
649433701,0
649269865,0
641405558,0
649433726,0
651301504,0
648811137,0
643371650,0
639963787,0
651137680,0
649433749,0
648319640,0
645272218,0
649400994,0
651793059,0
651793062,0
651924138,0
650056368,0
646255280,0
644747953,0
650777273,0
650908347,0
650875580,0
649040572,0
646451911,0
651760332,0
645501646,0
651563728,0
651268816,0
648680145,0
642355927,0
641897179,0
652481255,0
651596522,0
649270001,0
647860977,0
650973943,0
649892611,0
649958149,0
650973959,0
641045260,0
651137805,0
640815887,0
643437329,0
645174039,0
652251933,0
651563806,0
651432736,0
646058784,0
642978593,0
651629350,0
649663270,0
639800105,0
641209131,0
639472427,0
643765037,0
644977461,0
650941251,0
644944713,0
649859914,0
647500618,0
649106252,0
642159438,0
649073492,0
643208022,0
651498332,0
640488288,0
641667943,0
649040751,0
650908533,0
651826045,0
644617087,0
652120960,0
639996800,0
644944774,0
647140231,0
645043080,0
652546954,0
645862287,0
648942481,0
652153748,0
648975253,0
647828376,0
650875808,0
650711971,0
649073572,0
645764003,0
650679207,0
648024999,0
643797946,0
652284866,0
650154946,0
644027331,0
647500744,0
645436360,0
651957196,0
647893968,0
652022747,0
643077089,0
641995749,0
649335783,0
651432936,0
650220522,0
651564013,0
643503092,0
651006967,0
651531260,0
651465731,0
649958409,0
651170827,0
651203613,0
642389022,0
652284959,0
640455716,0
649237542,0
650220584,0
641405994,0
649794605,0
647337010,0
644551734,0
640816186,0
641766465,0
650155075,0
641242182,0
651433032,0
647500874,0
644584526,0
648975442,0
644322389,0
650220630,0
650253399,0
650417243,0
642290779,0
651007075,0
652416106,0
651039852,0
651433072,0
649499761,0
642618491,0
639734911,0
646157445,0
650253447,0
647468167,0
640160904,0
651498634,0
647959702,0
641668248,0
644158623,0
652350627,0
651433130,0
651433132,0
640554162,0
642847924,0
649401525,0
642553014,0
646616251,0
650319038,0
651793604,0
651007172,0
639997127,0
650319061,0
642520277,0
643470552,0
649860319,0
645174498,0
645240036,0
650384617,0
642618606,0
645928176,0
649368822,0
640259325,0
645403902,0
650515719,0
649303306,0
643994890,0
650351884,0
651433229,0
648451340,0
642127119,0
642028819,0
649205025,0
649303330,0
651203879,0
647370024,0
651466027,0
642585904,0
642192688,0
646485303,0
641176901,0
639866181,0
650909000,0
651203913,0
647271753,0
651433294,0
644322641,0
648975704,0
651564382,0
648648031,0
649565536,0
649958756,0
650024293,0
648320358,0
649565549,0
651433328,0
650810737,0
645436784,0
646944119,0
648516984,0
650548605,0
640259453,0
641242495,0
644879746,0
644191619,0
651466120,0
643143049,0
646616464,0
639767955,0
649074073,0
645928348,0
645797282,0
651826598,0
652514727,0
642389424,0
639636912,0
651728307,0
649532852,0
642291132,0
650843585,0
652088773,0
642782666,0
645273037,0
646387151,0
641996243,0
651433435,0
651433436,0
651597278,0
647960031,0
643995105,0
650155499,0
650974700,0
645174764,0
648549880,0
640882169,0
642946554,0
647599618,0
651433475,0
640325123,0
651695621,0
639931907,0
650155530,0
645338634,0
644978190,0
647173660,0
642848284,0
651433504,0
640226853,0
651499048,0
640456232,0
641766957,0
641570350,0
649958959,0
640783917,0
639997486,0
650024507,0
649369148,0
651793984,0
643405376,0
641570371,0
651564614,0
651433543,0
640259656,0
643110480,0
642717264,0
648123988,0
649729624,0
651826778,0
642520669,0
650090081,0
639604321,0
651433574,0
649369191,0
646747761,0
644814452,0
645142134,0
649369209,0
651957888,0
650778240,0
647403136,0
651564675,0
647108228,0
642684549,0
651597446,0
639473281,0
652023432,0
651433610,0
643176075,0
643176085,0
649041558,0
649303703,0
640784021,0
647501465,0
647730842,0
641078945,0
640456354,0
643569318,0
652318378,0
650450602,0
647009966,0
646256311,0
639669944,0
642324155,0
642029244,0
641832635,0
650516162,0
647599810,0
650811078,0
643045063,0
639538889,0
647009995,0
641341133,0
644159182,0
649303760,0
649139920,0
641308370,0
640685777,0
643012308,0
650909397,0
652056278,0
647861975,0
645142231,0
639866590,0
649271013,0
651564783,0
649205488,0
645306097,0
647501554,0
650581747,0
641079025,0
648091383,0
651040505,0
643995387,0
639964926,0
651794180,0
650581764,0
641799949,0
647665424,0
645502748,0
647567138,0
644519717,0
641341234,0
643045171,0
651532088,0
650712888,0
643602237,0
644847431,0
649500495,0
646977361,0
648877911,0
651663198,0
651433827,0
649402214,0
648648554,0
650778475,0
642652011,0
641111923,0
640096121,0
642062206,0
648484738,0
648222603,0
642160524,0
641079190,0
643045273,0
641669017,0
644781979,0
640751515,0
647010208,0
644421539,0
645437348,0
651106215,0
649729965,0
649303983,0
650909627,0
652548035,0
644650947,0
642127815,0
643667913,0
641931218,0
650876885,0
648550358,0
651597784,0
644290521,0
648058842,0
643209181,0
651958241,0
650745830,0
645470186,0
642193400,0
639866882,0
650713098,0
649009164,0
642652175,0
639473679,0
650188819,0
648910877,0
648058909,0
650450975,0
642684957,0
641439776,0
649304101,0
649500714,0
651434029,0
651401261,0
646780974,0
650909751,0
645371959,0
651466813,0
641374275,0
639899718,0
649500746,0
640456778,0
639506509,0
639965268,0
649304150,0
645470295,0
649205848,0
650221659,0
640587874,0
648648813,0
646060141,0
641243249,0
640194674,0
651597939,0
647305334,0
640653430,0
647534712,0
647043193,0
646486138,0
651434121,0
639965326,0
645470352,0
640948370,0
650385556,0
645830805,0
652056726,0
650647705,0
640850074,0
651466909,0
645404829,0
640522397,0
650549410,0
645109922,0
651434152,0
652220585,0
650713257,0
644913320,0
650877112,0
647338170,0
645535930,0
641800389,0
650778822,0
650713289,0
648452305,0
651237588,0
651532501,0
650090710,0
650025174,0
646322389,0
652450014,0
645667039,0
642848992,0
647043304,0
651204844,0
651925744,0
651237619,0
642685174,0
649664759,0
642586873,0
651860218,0
647698685,0
651204865,0
650254601,0
646912267,0
647076120,0
651696415,0
646912288,0
645536043,0
650778924,0
644127020,0
642423087,0
643045682,0
651827513,0
645437756,0
651434305,0
650811720,0
644946252,0
640719185,0
641964370,0
646551892,0
651303255,0
645142871,0
652286298,0
643504474,0
649927005,0
650746208,0
645110117,0
648157544,0
651762025,0
644520308,0
642161014,0
641374582,0
651434364,0
639801732,0
649927046,0
643733899,0
648649101,0
649107853,0
651336080,0
652024210,0
649402770,0
651073941,0
651827606,0
643766677,0
646814105,0
648583579,0
649959836,0
650975645,0
648747422,0
645437855,0
650975649,0
649468321,0
650451369,0
640129450,0
651893166,0
649206190,0
639834545,0
649959863,0
649140667,0
651434428,0
651827652,0
650975687,0
646027727,0
648419794,0
641505751,0
641047002,0
651925985,0
644028901,0
651368934,0
643504618,0
649107948,0
645011949,0
650910190,0
651368946,0
641505787,0
651139580,0
639670785,0
645143043,0
651237892,0
650680837,0
646683148,0
650910225,0
642193937,0
650484245,0
649271833,0
651696670,0
641833503,0
642357793,0
651467300,0
651467305,0
651762219,0
641210926,0
643865142,0
643766842,0
649009727,0
642980415,0
651729474,0
650746435,0
648059458,0
639998534,0
641571400,0
648092233,0
640293449,0
648190547,0
648518229,0
644291157,0
648321629,0
645110369,0
641342049,0
641866339,0
643209829,0
640555625,0
652155499,0
640785004,0
648387182,0
643406447,0
652515954,0
646617714,0
649763452,0
643275396,0
651598469,0
645634693,0
649501323,0
650746512,0
640883344,0
646322835,0
650713748,0
641505946,0
641112735,0
645175971,0
650648231,0
640293544,0
639933096,0
644324019,0
649960116,0
646388410,0
646159035,0
642161339,0
648649408,0
647994051,0
648878791,0
650353355,0
646847180,0
640260814,0
646617811,0
641800918,0
651598555,0
651500253,0
650812125,0
651762399,0
652057312,0
652188402,0
651041538,0
646552327,0
651696908,0
652286735,0
649468687,0
639965967,0
650222357,0
650844952,0
643013404,0
646486815,0
652352290,0
645733156,0
650517288,0
648420137,0
651336489,0
647863086,0
650976047,0
649927473,0
642063153,0
650779447,0
651139897,0
650713920,0
651238210,0
647207747,0
648616772,0
651467589,0
648813382,0
649075528,0
651762507,0
647732046,0
651664207,0
651500369,0
639474513,0
644750168,0
652450653,0
649435997,0
646224736,0
640490341,0
645307238,0
642554727,0
650287976,0
643242860,0
644356976,0
652123000,0
650058617,0
651139964,0
645929860,0
640097160,0
646847369,0
649927564,0
646028178,0
643046291,0
650156948,0
650877847,0
640981911,0
643406749,0
650779553,0
647502754,0
645176234,0
647535534,0
651500464,0
650288050,0
652188595,0
643537842,0
649305013,0
652188608,0
649960390,0
651598793,0
640785353,0
651926475,0
652352460,0
651959246,0
650943443,0
645733333,0
649829335,0
650550231,0
641866714,0
648223708,0
650976221,0
640064481,0
650517475,0
648453093,0
642063338,0
650746868,0
648059898,0
640850940,0
641211390,0
642685953,0
643046407,0
640359436,0
643996692,0
649337879,0
645078041,0
646585370,0
649665565,0
641309725,0
647633953,0
644815908,0
644226087,0
643603499,0
652418102,0
645274678,0
647437373,0
641932351,0
651893829,0
651435078,0
649305157,0
644389961,0
646323277,0
644488270,0
641211471,0
647273552,0
644586576,0
642227281,0
642194516,0
651467865,0
651107425,0
646487139,0
645012580,0
652024934,0
645176423,0
649436270,0
640752750,0
651762800,0
650648689,0
648354929,0
643800180,0
649370748,0
651795590,0
651435143,0
648518792,0
650681481,0
645471368,0
642292872,0
650157205,0
651435158,0
644029590,0
650648729,0
646618265,0
643046554,0
652450979,0
650845349,0
644521131,0
650845358,0
646618289,0
645831857,0
642456755,0
650976441,0
649501884,0
647929021,0
649305282,0
641473731,0
648649924,0
651795654,0
652156106,0
651140300,0
647994586,0
648027356,0
641146078,0
643046624,0
650976481,0
639802592,0
651435245,0
643046637,0
641146098,0
646225145,0
643210489,0
650779900,0
642194687,0
643734784,0
648125698,0
640818434,0
651107589,0
642424076,0
651435278,0
645864718,0
651533585,0
639671574,0
650681623,0
647535896,0
644586782,0
639737119,0
650222892,0
641277232,0
647961906,0
651435315,0
650353973,0
648715575,0
643538238,0
649272639,0
651435329,0
651042115,0
651140420,0
650714437,0
642686277,0
650222919,0
641375563,0
651599181,0
650616143,0
647470417,0
641408350,0
643997026,0
645274980,0
650747241,0
643374445,0
651861362,0
649895282,0
648420725,0
641277305,0
651435386,0
640785786,0
647404927,0
651599232,0
643997057,0
652254603,0
651074961,0
644980115,0
644750743,0
649338267,0
649797024,0
651402659,0
649272740,0
651992486,0
642162087,0
640458151,0
643210666,0
651238831,0
652320178,0
650649013,0
641244599,0
640163256,0
644816316,0
641605053,0
640130493,0
651763141,0
640622025,0
648453585,0
650583517,0
650681826,0
639606243,0
649174500,0
640228839,0
647044584,0
647503339,0
652287468,0
649993709,0
648486383,0
643079663,0
650550776,0
650157561,0
648977912,0
651402752,0
644390400,0
644259329,0
642031107,0
651763204,0
650616326,0
644423175,0
649272843,0
647896590,0
646651406,0
652090899,0
646946324,0
641441303,0
639507991,0
645996063,0
640392742,0
649797163,0
652418608,0
652418609,0
649797173,0
646028866,0
639639114,0
651402828,0
647044685,0
643112524,0
641572431,0
641048148,0
652090967,0
650976860,0
642981474,0
644193894,0
640786025,0
652254828,0
644324973,0
645897843,0
642653813,0
649436797,0
642981502,0
652353151,0
652254850,0
651435654,0
649207432,0
651042441,0
